name	first_year	episode_name	season	episode_number	star_1	star_2	star_3	star_4	star_5	star_6	star_7	star_8	star_9	star_10
Justified 2010	2010	Money Trap	4	7	10	10	0	0	10	10	31	72	51	51
Justified 2010	2010	Outlaw	4	8	12	12	0	12	0	12	12	36	61	110
Justified 2010	2010	Peace of Mind	4	12	10	0	0	0	0	10	10	54	54	76
Justified 2010	2010	Reckoning	2	12	15	15	0	0	0	15	15	78	109	109
Justified 2010	2010	Riverbrook	1	2	22	22	22	22	22	22	111	155	66	66
Justified 2010	2010	Save My Love	2	7	14	14	0	14	14	14	42	98	70	70
Justified 2010	2010	Slaughterhouse	3	13	16	16	16	0	16	16	16	50	84	184
Justified 2010	2010	The Bird Has Flown	4	4	9	9	0	9	0	9	29	67	48	48
Justified 2010	2010	The Collection	1	6	16	16	16	16	16	16	83	116	49	83
Justified 2010	2010	The Devil You Know	3	4	13	13	13	13	13	13	13	69	69	69
Justified 2010	2010	The Gunfighter	3	1	21	21	21	0	21	21	21	64	107	194
Justified 2010	2010	The Hammer	1	10	16	16	0	0	16	16	80	113	48	80
Justified 2010	2010	The Hatchet Tour	4	9	10	0	0	0	10	10	10	52	73	52
Justified 2010	2010	The I of the Storm	2	3	16	16	0	0	0	16	49	114	49	81
Justified 2010	2010	The Kids Aren_t All Right	5	2	0	0	0	0	6	6	6	32	45	45
Justified 2010	2010	The Life Inside	2	2	14	14	0	14	14	14	71	99	42	71
Justified 2010	2010	The Lord of War and Thunder	1	5	16	16	16	16	16	16	84	118	50	84
Justified 2010	2010	The Man Behind the Curtain	3	7	12	0	12	0	12	12	36	85	36	61
Justified 2010	2010	The Moonshine War	2	1	19	19	0	0	19	19	19	133	95	95
Justified 2010	2010	The Spoil	2	8	14	14	0	14	14	14	14	101	72	72
Justified 2010	2010	Thick as Mud	3	5	12	12	12	0	12	12	12	64	90	90
Justified 2010	2010	Truth and Consequences	4	3	12	12	0	12	0	12	12	62	62	87
Justified 2010	2010	Veterans	1	11	15	15	15	15	15	15	45	106	45	76
Justified 2010	2010	Watching the Detectives	3	8	13	0	13	0	13	13	13	65	91	65
Justified 2010	2010	When the Guns Come Out	3	6	12	0	12	0	12	12	37	86	37	61
Justified 2010	2010	Where_s Waldo_	4	2	11	0	0	11	11	11	11	59	82	59
Kaichou wa meido_sama_ 2010	2010	1 nen 7 kumi Kanou Shoutarou	1	14	0	0	0	1	0	1	1	1	2	0
Kaichou wa meido_sama_ 2010	2010	Fukukaichou wa oujisama___Aoi to yukaina nakamatachi	1	20	0	0	0	1	1	1	1	0	1	0
Kaichou wa meido_sama_ 2010	2010	Gakkou kengakukai de megane usagi	1	15	0	0	0	1	0	1	1	2	1	0
Kaichou wa meido_sama_ 2010	2010	Gakusensai demo meido_sama	1	2	0	0	0	1	0	1	0	1	2	1
Kaichou wa meido_sama_ 2010	2010	Hajimete no orusuban	1	5	0	0	0	1	0	1	1	1	1	0
Kaichou wa meido_sama_ 2010	2010	Himukai to Misaki to Usui_kun	1	25	0	0	0	1	0	1	0	1	4	0
Kaichou wa meido_sama_ 2010	2010	Meido_sama demo fittoman	1	18	0	0	0	1	1	0	1	1	2	0
Kaichou wa meido_sama_ 2010	2010	Misaki wa naniiro_ Tenneniro_	1	3	0	0	0	1	0	1	1	1	2	0
Kaichou wa meido_sama_ 2010	2010	Misaki_ Miyabigaoka gakuen e	1	8	0	0	0	1	0	1	1	1	2	0
Kaichou wa meido_sama_ 2010	2010	Misaki_chan wa meido_sama_	1	1	0	0	0	0	0	2	0	4	4	4
Kaichou wa meido_sama_ 2010	2010	Misui no raibaru_ Shintari Hinata	1	21	0	0	0	1	1	1	1	1	2	0
Kaichou wa meido_sama_ 2010	2010	Miyabigaoka gakuen seitokaichou toujou	1	7	0	0	0	1	0	1	1	0	4	0
Kaichou wa meido_sama_ 2010	2010	Momotarou made mo meido_sama	1	9	0	0	1	1	1	2	0	0	1	0
Kaichou wa meido_sama_ 2010	2010	Netto aidoru Aoi_chan	1	4	0	0	0	1	0	1	1	1	2	0
Kaichou wa meido_sama_ 2010	2010	Otoko Ayuzawajuku	1	6	0	0	0	1	0	0	1	1	4	0
Kaichou wa meido_sama_ 2010	2010	Peagumi naoshi de fittoman	1	19	0	0	0	1	0	0	2	0	4	0
Kaichou wa meido_sama_ 2010	2010	Rate majikku de meromerorin	1	24	0	0	0	1	0	2	0	2	2	0
Kaichou wa meido_sama_ 2010	2010	Rinkan gakkou onigokko	1	22	0	0	0	1	1	1	1	1	1	0
Kaichou wa meido_sama_ 2010	2010	Taiikusai demo meido_sama	1	12	0	0	0	1	0	1	1	1	1	0
Kaichou wa meido_sama_ 2010	2010	Umi no ie demo Meidorate	1	16	0	0	0	1	0	1	1	2	1	0
Kaichou wa meido_sama_ 2010	2010	Usui Takumi no himitsu ni semaru_	1	11	0	0	0	1	0	2	0	2	2	0
Kaichou wa meido_sama_ 2010	2010	Usui_ teki ni mawaru	1	17	0	0	0	1	0	1	1	1	3	0
Kaichou wa meido_sama_ 2010	2010	Zurusugiruyo Aizawa_ Usui no aho_	1	26	0	0	0	1	0	1	0	1	1	1
Kick Buttowski_ Suburban Daredevil 2010	2010	Dad_s Car_The Treasure of Dead Man Dave	1	11	7	0	0	0	0	0	0	0	0	9
Kick Buttowski_ Suburban Daredevil 2010	2010	Dancing with the Enemy_Tattler_s Tale	1	18	5	0	0	0	0	0	0	0	2	7
Kick Buttowski_ Suburban Daredevil 2010	2010	Dead Man_s Drop_Stumped	1	1	2	0	0	0	0	0	0	2	0	0
Kick Buttowski_ Suburban Daredevil 2010	2010	For the Love of Gunther_Father from the Truth	1	12	7	0	0	0	0	0	0	0	0	8
Kick Buttowski_ Suburban Daredevil 2010	2010	Kicked Out_Kick the Habit	1	3	1	0	0	0	0	0	1	0	1	1
Kick Buttowski_ Suburban Daredevil 2010	2010	Mellowbrook Drift_The Gift of Wacky	1	14	7	0	0	0	0	0	0	0	0	9
Kick Buttowski_ Suburban Daredevil 2010	2010	Obsession_ For Kick_Flush and Release	1	6	5	0	0	0	0	0	0	0	2	8
Kick Buttowski_ Suburban Daredevil 2010	2010	Snowpocalypse_According to Chimp	1	7	8	0	0	0	0	0	0	0	0	9
Kids in the Hall_ Death Comes to Town 2010	2010	Big City Smack Down	1	4	0	0	0	0	0	2	0	5	0	3
Kids in the Hall_ Death Comes to Town 2010	2010	Cause of Death	1	6	0	0	0	0	0	0	0	3	2	5
Kids in the Hall_ Death Comes to Town 2010	2010	Dead Man Walking	1	8	0	0	0	0	0	0	0	3	2	3
Kids in the Hall_ Death Comes to Town 2010	2010	Death Checks In	1	1	1	0	3	1	1	0	3	1	6	6
Kids in the Hall_ Death Comes to Town 2010	2010	Serious Shockey News	1	7	0	0	0	0	2	0	0	2	2	4
Kids in the Hall_ Death Comes to Town 2010	2010	The Butterfly Is to Blame	1	5	1	0	0	0	0	0	3	3	3	3
Kids in the Hall_ Death Comes to Town 2010	2010	The Stages of Grief	1	3	0	0	0	0	0	2	2	0	0	4
Kids in the Hall_ Death Comes to Town 2010	2010	Who Mailed Our Mayor_	1	2	0	0	0	0	0	0	5	0	2	3
Killing Time 2010	2010	Unnamed	1	1	1	0	0	0	1	0	0	1	1	3
King Tut Unwrapped 2010	2010	Royal Blood	1	1	0	0	0	0	1	1	0	1	0	1
Kirstie Alley_s Big Life 2010	2010	The Tipping Point	1	1	0	0	0	0	0	0	0	0	0	3
Kommissarie Winter 2010	2010	Den sista vintern	1	7	0	0	0	4	4	11	4	4	1	1
Kommissarie Winter 2010	2010	Den sista vintern_ Del 2	1	8	0	0	0	0	4	6	2	4	0	0
Kommissarie Winter 2010	2010	Rum nummer 10	1	3	1	1	1	7	7	7	4	1	1	1
Kommissarie Winter 2010	2010	Rum nummer 10 _ Del 2	1	4	0	1	1	3	3	3	3	1	1	1
Kuroshitsuji II 2010	2010	Muroshitsuji	1	9	0	0	0	0	0	2	0	0	0	2
La La Land 2010	2010	Unnamed	1	1	0	2	0	0	0	1	0	0	2	4
La La Land 2010	2010	Unnamed	1	4	1	0	1	0	0	1	0	0	1	2
La plus pire semaine de ma vie 2010	2010	Unnamed	1	1	1	0	0	0	1	1	0	8	17	1
La plus pire semaine de ma vie 2010	2010	Unnamed	1	2	1	0	0	0	1	1	0	10	10	7
Laugh Track Mash_ups 2010	2010	Ralphie n_ Me	1	2	2	0	0	0	0	0	0	0	0	15
Law _ Order_ Los Angeles 2010	2010	Angel_s Knoll	1	17	0	0	0	0	1	4	4	8	4	8
Law _ Order_ Los Angeles 2010	2010	Ballona Creek	1	7	1	0	0	1	1	1	9	12	5	5
Law _ Order_ Los Angeles 2010	2010	Benedict Canyon	1	12	2	0	2	0	2	6	10	6	6	10
Law _ Order_ Los Angeles 2010	2010	Big Rock Mesa	1	16	1	0	0	0	1	3	8	5	1	3
Law _ Order_ Los Angeles 2010	2010	Carthay Circle	1	19	1	0	0	0	1	4	8	8	1	4
Law _ Order_ Los Angeles 2010	2010	East Pasadena	1	11	1	0	1	0	1	1	4	14	4	1
Law _ Order_ Los Angeles 2010	2010	Echo Park	1	2	2	2	0	0	2	2	13	8	8	13
Law _ Order_ Los Angeles 2010	2010	El Sereno	1	20	1	0	0	0	1	1	7	10	4	4
Law _ Order_ Los Angeles 2010	2010	Harbor City	1	3	2	0	2	0	2	2	11	11	7	7
Law _ Order_ Los Angeles 2010	2010	Hayden Tract	1	15	1	1	0	0	1	1	9	6	1	6
Law _ Order_ Los Angeles 2010	2010	Hollywood	1	1	4	4	4	4	4	12	29	12	4	12
Law _ Order_ Los Angeles 2010	2010	Hondo Field	1	6	1	0	1	0	1	1	8	15	1	5
Law _ Order_ Los Angeles 2010	2010	Pasadena	1	5	2	0	2	0	0	2	10	10	6	6
Law _ Order_ Los Angeles 2010	2010	Playa Vista	1	8	1	1	1	1	1	1	8	11	5	5
Law _ Order_ Los Angeles 2010	2010	Plummer Park	1	18	0	1	0	0	0	1	10	5	1	3
Law _ Order_ Los Angeles 2010	2010	Reseda	1	13	1	0	0	1	0	1	4	7	7	7
Law _ Order_ Los Angeles 2010	2010	Runyon Canyon	1	14	1	0	1	0	1	1	6	6	4	4
Law _ Order_ Los Angeles 2010	2010	Silver Lake	1	10	2	0	0	2	2	2	11	11	7	7
Law _ Order_ Los Angeles 2010	2010	Sylmar	1	4	1	0	0	1	1	1	5	13	9	9
Law _ Order_ Los Angeles 2010	2010	Van Nuys	1	21	1	0	0	0	0	4	8	4	8	4
Law _ Order_ Los Angeles 2010	2010	Westwood	1	22	0	0	0	0	0	1	13	3	3	3
Law _ Order_ Los Angeles 2010	2010	Zuma Canyon	1	9	2	2	0	0	0	2	8	8	13	13
Le cose che restano 2010	2010	Unnamed	1	1	0	0	0	0	0	1	1	1	0	1
Le cose che restano 2010	2010	Unnamed	1	2	0	0	0	0	0	0	0	2	0	2
Le cose che restano 2010	2010	Unnamed	1	3	0	0	0	0	0	1	1	1	0	1
Les Dames 2010	2010	Dame d_atout	1	6	0	0	0	0	0	0	3	2	0	0
Les Dames 2010	2010	Dame de carreau	1	3	1	0	0	1	0	1	7	7	4	4
Les Dames 2010	2010	Dame de coeur	1	1	0	0	0	1	3	3	7	3	0	3
Les Dames 2010	2010	Dame de pique	1	2	0	0	0	0	0	3	8	0	0	2
Les Dames 2010	2010	Dame de sang	1	5	0	0	0	0	0	7	4	4	0	2
Les Edelweiss 2010	2010	Bienvenue aux Edelweiss	1	1	0	0	0	0	0	3	3	3	0	2
Les Edelweiss 2010	2010	Panique aux Edelweiss	1	2	0	0	0	1	1	1	1	0	1	1
Les vivants et les morts 2010	2010	L_annonce	1	2	0	0	0	0	0	0	1	1	1	0
Les vivants et les morts 2010	2010	L_aveu	1	5	0	0	0	0	0	0	2	2	0	2
Les vivants et les morts 2010	2010	L_explosion	1	7	0	0	0	0	0	0	1	1	1	1
Les vivants et les morts 2010	2010	L_impossible	1	4	0	0	0	0	0	0	1	1	1	0
Les vivants et les morts 2010	2010	L_incendie	1	6	0	0	0	0	0	0	1	1	1	0
Les vivants et les morts 2010	2010	L_inondation	1	1	0	0	0	0	0	1	1	1	1	0
Les vivants et les morts 2010	2010	La trahison	1	3	0	0	0	0	0	0	1	1	1	0
Liebe am Fjord 2010	2010	Abschied von Hannah	3	1	0	0	1	1	0	1	0	0	0	1
Liebe am Fjord 2010	2010	Der Gesang des Windes	1	1	1	0	2	2	3	0	0	0	0	0
Liebe am Fjord 2010	2010	Sog der Gezeiten	4	2	1	0	0	1	0	1	1	1	0	1
Liebe am Fjord 2010	2010	Sommersturm	1	2	1	0	0	1	0	1	0	0	0	0
Liebe am Fjord 2010	2010	Zwei Sommer	4	1	2	0	0	0	0	0	2	0	0	0
Life Unexpected 2010	2010	Affair Remembered	2	13	2	0	0	2	2	2	2	12	7	22
Life Unexpected 2010	2010	Bong Intercepted	1	4	3	0	3	3	3	3	16	16	9	16
Life Unexpected 2010	2010	Bride Unbridled	1	8	2	0	2	2	0	2	11	11	2	15
Life Unexpected 2010	2010	Camp Grounded	2	7	2	0	0	2	2	2	10	6	6	14
Life Unexpected 2010	2010	Criminal Incriminated	2	3	1	0	0	1	0	1	9	12	5	5
Life Unexpected 2010	2010	Crisis Unaverted	1	7	2	0	2	2	2	2	8	14	8	14
Life Unexpected 2010	2010	Family Therapized	1	10	2	0	2	2	2	2	7	12	2	17
Life Unexpected 2010	2010	Father Unfigured	1	12	3	0	3	0	0	3	9	9	9	21
Life Unexpected 2010	2010	Formal Reformed	1	9	2	2	2	0	2	2	7	12	7	12
Life Unexpected 2010	2010	Home Inspected	1	2	3	3	3	3	3	3	10	17	10	24
Life Unexpected 2010	2010	Homecoming Crashed	2	9	2	0	2	2	0	2	6	10	6	10
Life Unexpected 2010	2010	Honeymoon Interrupted	2	6	1	0	0	1	1	5	8	8	5	8
Life Unexpected 2010	2010	Love Unexpected	1	13	3	0	3	3	0	9	3	9	15	21
Life Unexpected 2010	2010	Music Faced	2	5	1	0	0	1	1	1	9	9	5	9
Life Unexpected 2010	2010	Ocean Uncharted	2	1	2	0	0	0	2	2	12	12	2	12
Life Unexpected 2010	2010	Parents Unemployed	2	2	2	0	0	2	2	2	10	10	2	10
Life Unexpected 2010	2010	Pilot	1	1	6	0	6	0	6	6	18	18	18	43
Life Unexpected 2010	2010	Plumber Cracked	2	8	1	0	0	1	1	1	4	11	1	8
Life Unexpected 2010	2010	Rent Uncollected	1	3	3	0	3	3	0	3	3	11	18	33
Life Unexpected 2010	2010	Stand Taken	2	11	2	0	0	2	0	2	7	7	11	11
Life Unexpected 2010	2010	Storm Weathered	1	11	2	0	2	0	0	2	7	7	7	17
Life Unexpected 2010	2010	Teacher Schooled	2	12	1	0	0	1	1	1	8	5	5	5
Life Unexpected 2010	2010	Team Rebounded	2	4	2	0	0	0	2	2	15	6	2	10
Life Unexpected 2010	2010	Thanks Ungiven	2	10	5	0	1	1	0	1	5	8	5	11
Life Unexpected 2010	2010	Truth Unrevealed	1	6	3	0	3	0	3	3	9	9	15	22
Life Unexpected 2010	2010	Turtle Undefeated	1	5	3	0	3	0	3	3	10	10	10	24
Lip Service 2010	2010	Unnamed	1	1	0	0	1	1	1	5	9	9	1	9
Lip Service 2010	2010	Unnamed	1	2	0	0	0	1	0	1	6	6	4	9
Lip Service 2010	2010	Unnamed	1	3	0	0	0	1	1	1	7	4	4	7
Lip Service 2010	2010	Unnamed	1	4	0	0	0	0	1	1	8	3	1	8
Lip Service 2010	2010	Unnamed	1	5	0	0	0	0	0	0	2	2	4	8
Lip Service 2010	2010	Unnamed	1	6	1	0	0	0	0	1	3	3	8	8
Lip Service 2010	2010	Unnamed	2	1	1	0	0	1	0	1	1	5	5	5
Lip Service 2010	2010	Unnamed	2	2	0	0	0	0	0	0	0	2	7	3
Lip Service 2010	2010	Unnamed	2	3	1	0	0	1	0	0	3	1	1	0
Lip Service 2010	2010	Unnamed	2	4	0	0	0	0	0	0	2	3	3	3
Lip Service 2010	2010	Unnamed	2	5	0	0	0	0	0	1	1	1	3	3
Lip Service 2010	2010	Unnamed	2	6	2	0	0	0	0	0	0	4	3	3
Little Crackers 2010	2010	Alan Davies_s Little Cracker_ The Curious Incident of the Dog in the Daytime	2	5	1	0	0	0	1	0	1	0	0	4
Little Crackers 2010	2010	Alison Steadman_s Little Cracker_ The Autograph	3	5	1	0	0	0	1	0	0	0	1	1
Little Crackers 2010	2010	Barbara Windsor_s Little Cracker_ My First Brassiere	2	1	0	0	1	0	1	1	1	0	0	1
Little Crackers 2010	2010	Bill Bailey_s Little Cracker_ Car Park Babylon	1	8	1	0	0	1	1	0	1	1	1	1
Little Crackers 2010	2010	Catherine Tate_s Little Cracker_ My First Nativity	1	3	0	0	0	0	1	1	0	1	1	2
Little Crackers 2010	2010	Chris O_Dowd_s Little Cracker_ Capturing Santa	1	2	0	0	1	0	1	1	1	3	1	15
Little Crackers 2010	2010	Darren Boyd_s Little Cracker_ Le Concert De L_ecole	3	12	1	0	0	0	1	0	1	0	0	1
Little Crackers 2010	2010	David Baddiel_s Little Cracker_ The Norris McWhirter Chronicles	1	9	0	0	0	0	0	0	0	0	0	2
Little Crackers 2010	2010	Dylan Moran_s Little Cracker_ The Awkward Age	3	6	1	0	0	0	0	0	1	2	1	1
Little Crackers 2010	2010	Harry Hill_s Little Cracker_ Your Face	2	4	1	0	0	0	0	0	1	1	1	2
Little Crackers 2010	2010	Jack Whitehall_s Little Cracker	2	2	1	0	0	1	0	1	0	1	0	1
Little Crackers 2010	2010	Jason Manford_s Little Cracker_ A Tender Christmas	3	7	0	0	0	0	0	0	0	0	0	2
Little Crackers 2010	2010	Joanna Lumley_s Little Cracker_ Baby_ Be Blonde	3	1	0	0	0	0	0	2	2	0	2	3
Little Crackers 2010	2010	John Bishop_s Little Cracker_ My First Ton	2	7	1	0	1	1	1	0	1	0	0	1
Little Crackers 2010	2010	Julia Davis_s Little Cracker_ The Kiss	1	10	0	0	0	0	2	0	0	0	0	2
Little Crackers 2010	2010	Julian Barratt_s Little Cracker_ Satan_s Hoof	1	4	0	0	0	0	0	0	2	0	0	0
Little Crackers 2010	2010	Kathy Burke_s Little Cracker_ Better Than Christmas	1	6	1	0	0	1	1	0	0	1	0	3
Little Crackers 2010	2010	Meera Syal_s Little Cracker_ Uncle Santa	1	12	1	0	0	1	1	0	1	0	0	1
Little Crackers 2010	2010	Rebecca Front_s Little Cracker_ Rainy Days and Mondays	3	2	1	0	0	1	1	0	1	0	1	1
Little Crackers 2010	2010	Sanjeev Bhaskar_s Little Cracker_ Papaji Saves Christmas	2	10	0	0	0	0	0	0	2	0	0	0
Little Crackers 2010	2010	Shappi Khorsandi_s Little Cracker	2	6	0	0	0	0	0	0	0	0	0	2
Little Crackers 2010	2010	Sheridan Smith_s Little Cracker_ The Daltons	2	8	0	1	0	0	2	0	0	2	0	2
Little Crackers 2010	2010	Stephen Fry_s Little Cracker_ Bunce	1	5	1	0	0	0	5	1	8	5	1	8
Little Crackers 2010	2010	Tommy Tiernan_s Little Cracker_ Howler	3	3	0	0	0	0	1	0	1	0	0	1
Little Crackers 2010	2010	Victoria Wood_s Little Cracker_ The Giddy Kipper	1	1	0	0	0	0	0	0	0	0	0	2
Living in 8 Bits 2010	2010	Street Fights and Turkey Legs	2	4	1	0	0	0	0	0	0	0	3	3
Living in Your Car 2010	2010	Unnamed	1	13	2	0	0	0	0	0	0	0	0	3
Living in Your Car 2010	2010	Unnamed	2	3	2	0	0	0	0	0	0	0	0	6
Living in Your Car 2010	2010	Unnamed	2	4	0	0	0	1	1	0	0	0	0	5
Living in Your Car 2010	2010	Chapter 14	2	1	0	0	0	1	1	0	0	1	0	3
Living in Your Car 2010	2010	Chapter 20	2	7	2	0	0	0	0	0	0	0	0	3
Living in Your Car 2010	2010	Chapter 21	2	8	2	0	0	0	0	0	0	0	0	3
Living in Your Car 2010	2010	Chapter Five	1	5	1	0	0	0	0	0	0	0	0	3
Living in Your Car 2010	2010	Chapter One	1	1	1	1	0	0	0	0	1	0	0	1
Living in Your Car 2010	2010	Chapter Twelve	1	12	1	0	0	0	0	0	0	0	1	4
Living in Your Car 2010	2010	Chapter Two	1	2	2	0	0	0	0	0	0	0	0	3
Lone Star 2010	2010	One in Every Family	1	2	2	0	0	2	0	6	6	10	6	10
Lone Star 2010	2010	Pilot	1	1	2	0	2	2	2	2	8	14	8	14
Los caballeros las prefieren brutas 2010	2010	Mujeres emocionalmente inestables	1	1	1	0	0	0	0	0	1	1	0	3
Los protegidos 2010	2010	Cierra los ojos	1	9	2	0	0	0	0	0	0	0	0	8
Los protegidos 2010	2010	El accidente	1	8	1	0	0	0	0	0	1	1	0	6
Los protegidos 2010	2010	El juego del escondite	2	3	1	0	0	0	0	0	0	1	0	4
Los protegidos 2010	2010	El mutante	1	6	0	0	0	0	0	0	0	0	0	9
Los protegidos 2010	2010	El robo	1	4	1	0	0	0	0	1	0	0	1	3
Los protegidos 2010	2010	Lazos de sangre	1	11	1	0	0	0	0	0	1	0	1	4
Los protegidos 2010	2010	Pide un deseo	1	12	2	0	0	0	0	0	0	0	0	8
Los protegidos 2010	2010	Secretos y limones	1	10	2	0	0	0	0	0	0	0	0	10
Los protegidos 2010	2010	Somos lo que somos	1	7	0	1	0	0	0	1	0	1	0	1
Los protegidos 2010	2010	Uno de los nuestros	2	2	1	0	0	0	0	0	0	0	0	8
Los protegidos 2010	2010	Ya vienen los reyes	1	2	2	0	0	0	0	0	1	2	0	3
Lost Girl 2010	2010	DisMembers Only	1	12	4	4	4	4	4	4	24	24	14	24
Lost Girl 2010	2010	Adventures in Fae_bysitting	3	11	3	0	0	3	3	3	16	16	3	16
Lost Girl 2010	2010	ArachnoFaebia	1	7	5	5	5	5	5	17	17	28	17	28
Lost Girl 2010	2010	Barometz_ Trick_ Pressure	2	13	4	0	4	0	4	4	4	28	20	20
Lost Girl 2010	2010	Blood Lines	1	13	6	0	6	0	6	6	6	30	30	42
Lost Girl 2010	2010	BrotherFae of the Wolves	2	5	4	0	4	4	4	4	21	21	13	21
Lost Girl 2010	2010	Caged Fae	3	1	8	8	8	8	8	8	25	25	25	93
Lost Girl 2010	2010	Can_t See the Fae_Rest	2	11	3	0	3	0	3	3	26	19	3	19
Lost Girl 2010	2010	Confaegion	3	3	4	0	0	4	4	4	14	14	23	33
Lost Girl 2010	2010	Dead Lucky	1	5	7	0	7	7	7	7	22	37	22	22
Lost Girl 2010	2010	Death Didn_t Become Him	2	8	4	0	4	4	4	4	22	13	13	22
Lost Girl 2010	2010	Delinquents	3	10	3	0	0	3	3	9	9	21	3	15
Lost Girl 2010	2010	Destiny_s Child	4	9	1	0	0	0	1	0	4	7	1	10
Lost Girl 2010	2010	Fae Day	1	9	6	0	6	6	6	6	18	31	18	31
Lost Girl 2010	2010	Fae Gone Wild	2	7	3	0	3	0	3	11	18	18	11	18
Lost Girl 2010	2010	Fae_de to Black	3	4	4	0	0	4	4	4	12	20	4	37
Lost Girl 2010	2010	Fae_ge Against the Machine	3	8	4	0	0	4	4	4	12	21	12	29
Lost Girl 2010	2010	Fae_nted Love	2	18	4	4	4	4	4	4	12	20	12	20
Lost Girl 2010	2010	Faes Wide Shut	3	5	3	0	3	3	3	10	10	25	3	10
Lost Girl 2010	2010	Faetal Attraction	1	4	6	6	6	6	6	6	31	31	19	31
Lost Girl 2010	2010	Faetal Justice	1	11	5	5	5	0	5	5	17	41	17	17
Lost Girl 2010	2010	Flesh and Blood	2	22	4	0	4	4	4	4	13	13	22	31
Lost Girl 2010	2010	Food for Thought	1	6	6	6	6	6	6	6	18	44	18	31
Lost Girl 2010	2010	Groundhog Fae	4	8	1	0	0	1	1	1	4	0	7	13
Lost Girl 2010	2010	Hail_ Hale	3	12	4	0	0	4	4	0	13	13	13	30
Lost Girl 2010	2010	I Fought the Fae and the Fae Won	2	2	5	0	5	0	5	15	5	36	15	26
Lost Girl 2010	2010	In Memoriam	4	1	4	4	4	4	4	4	14	14	14	33
Lost Girl 2010	2010	Into the Dark	2	21	4	0	4	0	4	4	13	22	13	22
Lost Girl 2010	2010	It_s Better to Burn Out Than Fae Away	2	6	5	0	5	0	5	5	26	16	16	37
Lost Girl 2010	2010	It_s a Fae_ Fae_ Fae_ Fae World	1	1	11	11	11	11	11	11	35	59	35	59
Lost Girl 2010	2010	Lachlan_s Gambit	2	20	3	3	3	3	3	3	11	19	11	19
Lost Girl 2010	2010	Let the Dark Times Roll	4	5	1	0	0	1	1	1	5	1	9	13
Lost Girl 2010	2010	Lovers_ Apart_	4	3	4	1	1	1	0	4	4	4	4	8
Lost Girl 2010	2010	Masks	2	12	4	0	4	0	4	4	13	21	13	21
Lost Girl 2010	2010	Midnight Lamp	2	14	4	0	4	4	4	4	13	22	22	31
Lost Girl 2010	2010	Mirror_ Mirror	2	4	4	0	4	4	4	4	14	24	14	24
Lost Girl 2010	2010	Of All the Gin Joints	4	6	1	0	0	1	0	1	7	7	4	7
Lost Girl 2010	2010	Oh Kappa_ My Kappa	1	3	6	0	6	6	6	19	32	32	19	32
Lost Girl 2010	2010	Original Skin	2	9	5	5	5	5	5	5	5	17	17	52
Lost Girl 2010	2010	Raging Fae	2	10	4	4	4	4	4	4	20	20	4	20
Lost Girl 2010	2010	School_s Out	2	16	4	4	4	0	4	4	20	20	12	20
Lost Girl 2010	2010	Scream a Little Dream	2	3	3	0	3	3	3	11	19	19	11	19
Lost Girl 2010	2010	Sleeping Beauty School	4	2	2	0	2	2	0	2	10	10	2	14
Lost Girl 2010	2010	Something Wicked This Fae Comes	2	1	6	6	6	0	6	6	19	19	19	45
Lost Girl 2010	2010	SubterrFaenean	3	2	4	4	4	4	4	13	13	13	4	31
Lost Girl 2010	2010	Table for Fae	2	15	4	0	4	0	4	4	21	21	12	21
Lost Girl 2010	2010	The Ceremony	3	9	3	0	3	3	3	3	10	23	3	16
Lost Girl 2010	2010	The Girl Who Fae_d with Fire	2	17	3	0	3	0	3	3	11	26	11	18
Lost Girl 2010	2010	The Kenzi Scale	3	6	3	3	0	3	3	3	11	19	11	19
Lost Girl 2010	2010	The Mourning After	1	10	6	0	6	6	6	6	18	42	18	18
Lost Girl 2010	2010	There_s Bo Place Like Home	3	7	3	3	0	3	3	9	15	15	3	15
Lost Girl 2010	2010	Those Who Wander	3	13	4	0	0	4	4	4	13	13	22	40
Lost Girl 2010	2010	Truth and Consequences	2	19	3	0	3	0	3	3	11	19	19	27
Lost Girl 2010	2010	Turn to Stone	4	4	1	0	0	1	1	1	4	4	4	10
Lost Girl 2010	2010	Vexed	1	8	7	0	7	0	7	7	7	36	36	50
Lost Girl 2010	2010	Waves	4	10	0	0	0	0	0	0	3	3	3	2
Lost Girl 2010	2010	Where There_s a Will_ There_s a Fae	1	2	8	0	8	8	8	25	42	42	8	25
Louie 2010	2010	Barney_Never	3	6	9	9	0	9	9	9	28	47	47	66
Louie 2010	2010	Bully	1	9	14	0	0	0	14	14	14	43	101	101
Louie 2010	2010	Bummer_Blueberries	2	2	10	10	0	0	10	10	32	53	53	75
Louie 2010	2010	Come On_ God	2	8	11	11	0	11	11	11	11	35	58	105
Louie 2010	2010	Country Drive	2	5	12	12	0	0	12	12	60	60	12	60
Louie 2010	2010	Dad	3	8	10	10	0	10	10	10	30	50	30	50
Louie 2010	2010	Daddy_s Girlfriend_ Part 1	3	4	10	0	0	10	10	10	31	52	52	72
Louie 2010	2010	Daddy_s Girlfriend_ Part 2	3	5	12	12	12	12	12	12	12	37	62	88
Louie 2010	2010	Dentist_Tarese	1	10	10	0	10	10	10	10	54	76	32	32
Louie 2010	2010	Dogpound	1	8	10	0	0	10	10	10	53	75	32	53
Louie 2010	2010	Double Date_Mom	1	7	11	11	11	11	11	11	34	79	34	56
